cp_method,m_minority,median,mean,min,max,n_datasets
class_conditional_cp,10,0.8494534495153918,0.780216520693626,0.023793548108367934,1.315675644457874,8
class_conditional_cp,20,0.8199388520091487,0.7596388385492905,0.020505970369225454,1.3455237864349228,8
class_conditional_cp,50,0.760770438489031,0.7330553840444141,0.01468452655560523,1.337238779714718,8
class_conditional_cp,100,0.7497860262375315,0.7275335085590436,0.012947632262230965,1.3372116781339252,8
