dataset_id,model,cp_method,m_minority,threshold_metric,across_seed_sd,across_seed_iqr,across_seed_mean
openml_1590_adult,tabpfn,class_conditional_cp,20,q_majority,0.05923956333220412,0.10000187158584595,0.4147336661815643
openml_1590_adult,tabpfn,class_conditional_cp,20,threshold_sum,0.09440258586822654,0.12181058898568153,1.2771951716393233
openml_1590_adult,tabpfn,class_conditional_cp,50,q_minority,0.06038896959685256,0.05480014160275459,0.8314534474164248
openml_1590_adult,tabpfn,class_conditional_cp,50,q_majority,0.05923956333220412,0.10000187158584595,0.4147336661815643
openml_1590_adult,tabpfn,class_conditional_cp,50,threshold_sum,0.04828462051174317,0.047037940472364426,1.2461871135979892
openml_1590_adult,tabpfn,class_conditional_cp,100,q_minority,0.033128040110425326,0.05996286869049072,0.8476656280457974
openml_1590_adult,tabpfn,class_conditional_cp,100,q_majority,0.05923956333220412,0.10000187158584595,0.4147336661815643
openml_1590_adult,tabpfn,class_conditional_cp,100,threshold_sum,0.07764870343212321,0.10236177407205105,1.2623992942273616
openml_4534_phishingwebsite,logistic_regression,global_split_cp,10,q_global,0.047057371778317404,0.07104871204881721,0.2458753872076221
openml_4534_phishingwebsite,logistic_regression,global_split_cp,20,q_global,0.04596684687382701,0.06899849514749595,0.25054761449759005
openml_4534_phishingwebsite,logistic_regression,global_split_cp,50,q_global,0.03799756912506963,0.037148104656814396,0.27793031707400895
openml_4534_phishingwebsite,logistic_regression,global_split_cp,100,q_global,0.06352274608318653,0.06842733711462676,0.28142843369077164
openml_4534_phishingwebsite,logistic_regression,class_conditional_cp,10,q_minority,0.30425372970373954,0.46560547982045986,0.6003979658772478
openml_4534_phishingwebsite,logistic_regression,class_conditional_cp,10,q_majority,0.05485738935617988,0.07817033645144883,0.2332773795456769
openml_4534_phishingwebsite,logistic_regression,class_conditional_cp,10,threshold_sum,0.2904268095049074,0.3944014227006747,0.8336753454229247
openml_4534_phishingwebsite,logistic_regression,class_conditional_cp,20,q_minority,0.25685166408013244,0.3507826445517218,0.6392391282907293
openml_4534_phishingwebsite,logistic_regression,class_conditional_cp,20,q_majority,0.05485738935617988,0.07817033645144883,0.2332773795456769
openml_4534_phishingwebsite,logistic_regression,class_conditional_cp,20,threshold_sum,0.26103630104848846,0.3002308435998149,0.8725165078364061
openml_4534_phishingwebsite,logistic_regression,class_conditional_cp,50,q_minority,0.17559680814017176,0.20204054827676,0.46817574227501907
openml_4534_phishingwebsite,logistic_regression,class_conditional_cp,50,q_majority,0.05485738935617988,0.07817033645144883,0.2332773795456769
openml_4534_phishingwebsite,logistic_regression,class_conditional_cp,50,threshold_sum,0.17671281686612464,0.16935645127480026,0.7014531218206959
openml_4534_phishingwebsite,logistic_regression,class_conditional_cp,100,q_minority,0.13774530049253203,0.1940838360057895,0.490238198203678
openml_4534_phishingwebsite,logistic_regression,class_conditional_cp,100,q_majority,0.05485738935617988,0.07817033645144883,0.2332773795456769
openml_4534_phishingwebsite,logistic_regression,class_conditional_cp,100,threshold_sum,0.15618242268998314,0.21075346280617824,0.7235155777493549
openml_4534_phishingwebsite,xgboost,global_split_cp,10,q_global,0.03586643385427485,0.02097347378730774,0.1277117133140564
openml_4534_phishingwebsite,xgboost,global_split_cp,20,q_global,0.03483074004271938,0.03997586667537689,0.13688272833824158
openml_4534_phishingwebsite,xgboost,global_split_cp,50,q_global,0.04317798882699568,0.055694580078125,0.14529483914375305
openml_4534_phishingwebsite,xgboost,global_split_cp,100,q_global,0.045722570780732066,0.061079755425453186,0.15473141074180602
openml_4534_phishingwebsite,xgboost,class_conditional_cp,10,q_minority,0.3880958904456789,0.7272840086370707,0.48189590908586977
openml_4534_phishingwebsite,xgboost,class_conditional_cp,10,q_majority,0.0356501525078087,0.0463951975107193,0.12749776840209961
openml_4534_phishingwebsite,xgboost,class_conditional_cp,10,threshold_sum,0.38075533366432196,0.7135928608477116,0.6093936774879694
openml_4534_phishingwebsite,xgboost,class_conditional_cp,20,q_minority,0.25804524547054875,0.3301016613841057,0.39135005325078964
openml_4534_phishingwebsite,xgboost,class_conditional_cp,20,q_majority,0.0356501525078087,0.0463951975107193,0.12749776840209961
openml_4534_phishingwebsite,xgboost,class_conditional_cp,20,threshold_sum,0.24515852085959192,0.32199016958475113,0.5188478216528892
openml_4534_phishingwebsite,xgboost,class_conditional_cp,50,q_minority,0.16174144938928348,0.21780315041542053,0.27213048934936523
openml_4534_phishingwebsite,xgboost,class_conditional_cp,50,q_majority,0.0356501525078087,0.0463951975107193,0.12749776840209961
openml_4534_phishingwebsite,xgboost,class_conditional_cp,50,threshold_sum,0.17430446764487925,0.23766912519931793,0.3996282577514648
openml_4534_phishingwebsite,xgboost,class_conditional_cp,100,q_minority,0.06882037281427926,0.04632590711116791,0.23225013613700868
openml_4534_phishingwebsite,xgboost,class_conditional_cp,100,q_majority,0.0356501525078087,0.0463951975107193,0.12749776840209961
openml_4534_phishingwebsite,xgboost,class_conditional_cp,100,threshold_sum,0.09754541456440607,0.11719672381877899,0.35974790453910827
openml_4534_phishingwebsite,tabpfn,global_split_cp,10,q_global,0.027317139090013386,0.013244569301605225,0.03750137686729431
openml_4534_phishingwebsite,tabpfn,global_split_cp,20,q_global,0.027010694567354755,0.015521377325057983,0.03847223520278931
openml_4534_phishingwebsite,tabpfn,global_split_cp,50,q_global,0.02800733212560995,0.021359026432037354,0.04194192886352539
openml_4534_phishingwebsite,tabpfn,global_split_cp,100,q_global,0.028718966147962467,0.022615820169448853,0.04420049786567688
openml_4534_phishingwebsite,tabpfn,class_conditional_cp,10,q_minority,0.36757965990713637,0.5371671766042709,0.31085610087029636
openml_4534_phishingwebsite,tabpfn,class_conditional_cp,10,q_majority,0.028132428036692494,0.022319257259368896,0.03750669360160828
openml_4534_phishingwebsite,tabpfn,class_conditional_cp,10,threshold_sum,0.35835627695670574,0.5360694825649261,0.34836279447190466
openml_4534_phishingwebsite,tabpfn,class_conditional_cp,20,q_minority,0.19858239151067825,0.18158577382564545,0.1906053304672241
openml_4534_phishingwebsite,tabpfn,class_conditional_cp,20,q_majority,0.028132428036692494,0.022319257259368896,0.03750669360160828
openml_4534_phishingwebsite,tabpfn,class_conditional_cp,20,threshold_sum,0.18313684558996213,0.1437532752752304,0.2281120240688324
openml_4534_phishingwebsite,tabpfn,class_conditional_cp,50,q_minority,0.1345924489312943,0.05470965802669525,0.13132795691490173
openml_4534_phishingwebsite,tabpfn,class_conditional_cp,50,q_majority,0.028132428036692494,0.022319257259368896,0.03750669360160828
openml_4534_phishingwebsite,tabpfn,class_conditional_cp,50,threshold_sum,0.13453790111517927,0.10113275051116943,0.16883465051651
openml_4534_phishingwebsite,tabpfn,class_conditional_cp,100,q_minority,0.050685168408882146,0.08244962990283966,0.08732261657714843
openml_4534_phishingwebsite,tabpfn,class_conditional_cp,100,q_majority,0.028132428036692494,0.022319257259368896,0.03750669360160828
openml_4534_phishingwebsite,tabpfn,class_conditional_cp,100,threshold_sum,0.07085948457926002,0.08009776473045349,0.12482931017875672
openml_23512_higgs,logistic_regression,global_split_cp,10,q_global,0.00872457314702145,0.009237677467603178,0.5837359751117018
openml_23512_higgs,logistic_regression,global_split_cp,20,q_global,0.012309803238161998,0.012670472674353506,0.5907774564897236
openml_23512_higgs,logistic_regression,global_split_cp,50,q_global,0.01680555075549133,0.01921782128740135,0.6066854399961283
openml_23512_higgs,logistic_regression,global_split_cp,100,q_global,0.016781345280543182,0.026973258486126528,0.6180918996947186
openml_23512_higgs,logistic_regression,class_conditional_cp,10,q_minority,0.055835412084328316,0.08195161044509958,0.6267216915390882
openml_23512_higgs,logistic_regression,class_conditional_cp,10,q_majority,0.010303208264754915,0.0148711577644014,0.5806299351194633
openml_23512_higgs,logistic_regression,class_conditional_cp,10,threshold_sum,0.056689085164274025,0.07573814141591972,1.2073516266585516
openml_23512_higgs,logistic_regression,class_conditional_cp,20,q_minority,0.034166153759492425,0.0461803159681442,0.664158488476543
openml_23512_higgs,logistic_regression,class_conditional_cp,20,q_majority,0.010303208264754915,0.0148711577644014,0.5806299351194633
openml_23512_higgs,logistic_regression,class_conditional_cp,20,threshold_sum,0.039456650379596496,0.058639356458281,1.2447884235960067
openml_23512_higgs,logistic_regression,class_conditional_cp,50,q_minority,0.02225020737066158,0.015236277423868572,0.6614951992026274
openml_23512_higgs,logistic_regression,class_conditional_cp,50,q_majority,0.010303208264754915,0.0148711577644014,0.5806299351194633
openml_23512_higgs,logistic_regression,class_conditional_cp,50,threshold_sum,0.029655706569662998,0.033402589502818714,1.242125134322091
openml_23512_higgs,logistic_regression,class_conditional_cp,100,q_minority,0.015194518029937964,0.025089841706185667,0.6685347511029716
openml_23512_higgs,logistic_regression,class_conditional_cp,100,q_majority,0.010303208264754915,0.0148711577644014,0.5806299351194633
openml_23512_higgs,logistic_regression,class_conditional_cp,100,threshold_sum,0.017973406122992756,0.024536452270579767,1.249164686222435
openml_23512_higgs,xgboost,global_split_cp,10,q_global,0.027172235406195816,0.017814546823501587,0.6473278939723969
openml_23512_higgs,xgboost,global_split_cp,20,q_global,0.027516136877544565,0.022089309990406036,0.6511240690946579
openml_23512_higgs,xgboost,global_split_cp,50,q_global,0.025818266735632752,0.024333178997039795,0.6559372425079346
openml_23512_higgs,xgboost,global_split_cp,100,q_global,0.02069245910347522,0.0188494473695755,0.664340490102768
openml_23512_higgs,xgboost,class_conditional_cp,10,q_minority,0.1012093284242567,0.15434036776423454,0.6984723672270775
openml_23512_higgs,xgboost,class_conditional_cp,10,q_majority,0.023693901012997846,0.031230628490447998,0.6449275851249695
openml_23512_higgs,xgboost,class_conditional_cp,10,threshold_sum,0.10947464338310327,0.17477727681398392,1.343399952352047
openml_23512_higgs,xgboost,class_conditional_cp,20,q_minority,0.09915631895355527,0.13895157724618912,0.7230652317404747
openml_23512_higgs,xgboost,class_conditional_cp,20,q_majority,0.023693901012997846,0.031230628490447998,0.6449275851249695
openml_23512_higgs,xgboost,class_conditional_cp,20,threshold_sum,0.10747394608290838,0.16271523386240005,1.3679928168654443
openml_23512_higgs,xgboost,class_conditional_cp,50,q_minority,0.053718879832441585,0.07992206513881683,0.7044204443693161
openml_23512_higgs,xgboost,class_conditional_cp,50,q_majority,0.023693901012997846,0.031230628490447998,0.6449275851249695
openml_23512_higgs,xgboost,class_conditional_cp,50,threshold_sum,0.06659775026849128,0.10013310611248016,1.3493480294942857
openml_23512_higgs,xgboost,class_conditional_cp,100,q_minority,0.023193745774385877,0.04033021628856659,0.7063182294368744
openml_23512_higgs,xgboost,class_conditional_cp,100,q_majority,0.023693901012997846,0.031230628490447998,0.6449275851249695
openml_23512_higgs,xgboost,class_conditional_cp,100,threshold_sum,0.039201278099421394,0.06249883025884628,1.3512458145618438
openml_23512_higgs,tabpfn,global_split_cp,10,q_global,0.02700702225584746,0.03914513438940048,0.6720464527606964
openml_23512_higgs,tabpfn,global_split_cp,20,q_global,0.0238973060037291,0.024933047592639923,0.6757861614227295
openml_23512_higgs,tabpfn,global_split_cp,50,q_global,0.024305057487398987,0.02493404597043991,0.6792416572570801
openml_23512_higgs,tabpfn,global_split_cp,100,q_global,0.01606884620828762,0.013544179499149323,0.6895983427762985
openml_23512_higgs,tabpfn,class_conditional_cp,10,q_minority,0.15831204506002763,0.22605044022202492,0.7253404388204217
openml_23512_higgs,tabpfn,class_conditional_cp,10,q_majority,0.02759429113175416,0.025577262043952942,0.6709349155426025
openml_23512_higgs,tabpfn,class_conditional_cp,10,threshold_sum,0.15323660927100072,0.21859098598361015,1.3962753543630242
openml_23512_higgs,tabpfn,class_conditional_cp,20,q_minority,0.09264347686035375,0.16254927217960358,0.7528552033007145
openml_23512_higgs,tabpfn,class_conditional_cp,20,q_majority,0.02759429113175416,0.025577262043952942,0.6709349155426025
openml_23512_higgs,tabpfn,class_conditional_cp,20,threshold_sum,0.10379793861021994,0.14948535338044167,1.423790118843317
openml_23512_higgs,tabpfn,class_conditional_cp,50,q_minority,0.07023720454815366,0.09844646230340004,0.7493082597851753
openml_23512_higgs,tabpfn,class_conditional_cp,50,q_majority,0.02759429113175416,0.025577262043952942,0.6709349155426025
openml_23512_higgs,tabpfn,class_conditional_cp,50,threshold_sum,0.08452785496100898,0.11000071093440056,1.4202431753277778
openml_23512_higgs,tabpfn,class_conditional_cp,100,q_minority,0.029995307933010078,0.042069755494594574,0.7402896180748939
openml_23512_higgs,tabpfn,class_conditional_cp,100,q_majority,0.02759429113175416,0.025577262043952942,0.6709349155426025
openml_23512_higgs,tabpfn,class_conditional_cp,100,threshold_sum,0.036659519410777816,0.0338842049241066,1.4112245336174964
openml_23517_numerai28_6,logistic_regression,global_split_cp,10,q_global,0.003995324952410414,0.006366358484601986,0.5329494682905012
openml_23517_numerai28_6,logistic_regression,global_split_cp,20,q_global,0.00414565936113081,0.006437182654036144,0.5336953351966074
openml_23517_numerai28_6,logistic_regression,global_split_cp,50,q_global,0.0038175180490745923,0.005511508606894422,0.5351747878928295
openml_23517_numerai28_6,logistic_regression,global_split_cp,100,q_global,0.002742816002560771,0.003293574014008427,0.5369272159770121
openml_23517_numerai28_6,logistic_regression,class_conditional_cp,10,q_minority,0.019347567925552474,0.0208870305732195,0.5470851811614097
openml_23517_numerai28_6,logistic_regression,class_conditional_cp,10,q_majority,0.004790404417102881,0.006905803709568614,0.532743041070764
openml_23517_numerai28_6,logistic_regression,class_conditional_cp,10,threshold_sum,0.020565247675133427,0.0160378841994,1.0798282222321738
openml_23517_numerai28_6,logistic_regression,class_conditional_cp,20,q_minority,0.013820371566153527,0.01401320457089883,0.5444853066574916
openml_23517_numerai28_6,logistic_regression,class_conditional_cp,20,q_majority,0.004790404417102881,0.006905803709568614,0.532743041070764
openml_23517_numerai28_6,logistic_regression,class_conditional_cp,20,threshold_sum,0.01563148003669352,0.009536341336732423,1.077228347728256
openml_23517_numerai28_6,logistic_regression,class_conditional_cp,50,q_minority,0.006397978303372168,0.006275402793695983,0.5438557342570973
openml_23517_numerai28_6,logistic_regression,class_conditional_cp,50,q_majority,0.004790404417102881,0.006905803709568614,0.532743041070764
openml_23517_numerai28_6,logistic_regression,class_conditional_cp,50,threshold_sum,0.0074838999321377095,0.0038934153645810987,1.0765987753278616
openml_23517_numerai28_6,logistic_regression,class_conditional_cp,100,q_minority,0.004085556582801267,0.0064285879147841785,0.5430023399594786
openml_23517_numerai28_6,logistic_regression,class_conditional_cp,100,q_majority,0.004790404417102881,0.006905803709568614,0.532743041070764
openml_23517_numerai28_6,logistic_regression,class_conditional_cp,100,threshold_sum,0.006436702369621564,0.00479596008869021,1.0757453810302426
openml_23517_numerai28_6,xgboost,global_split_cp,10,q_global,0.008252409652838008,0.009935960173606873,0.5717089653015137
openml_23517_numerai28_6,xgboost,global_split_cp,20,q_global,0.00767728152743466,0.008427150547504425,0.5728152960538864
openml_23517_numerai28_6,xgboost,global_split_cp,50,q_global,0.008665788561439788,0.01028316468000412,0.5730131983757019
openml_23517_numerai28_6,xgboost,global_split_cp,100,q_global,0.010121675902124356,0.012583240866661072,0.5722976505756379
openml_23517_numerai28_6,xgboost,class_conditional_cp,10,q_minority,0.040142230786113065,0.052566707134246826,0.5839949727058411
openml_23517_numerai28_6,xgboost,class_conditional_cp,10,q_majority,0.00879553587490562,0.01218588650226593,0.5721248090267181
openml_23517_numerai28_6,xgboost,class_conditional_cp,10,threshold_sum,0.04140848353299107,0.059010326862335205,1.1561197817325592
openml_23517_numerai28_6,xgboost,class_conditional_cp,20,q_minority,0.01365935649065661,0.007602177560329437,0.5807835698127747
openml_23517_numerai28_6,xgboost,class_conditional_cp,20,q_majority,0.00879553587490562,0.01218588650226593,0.5721248090267181
openml_23517_numerai28_6,xgboost,class_conditional_cp,20,threshold_sum,0.015264983495343182,0.015222795307636261,1.1529083788394927
openml_23517_numerai28_6,xgboost,class_conditional_cp,50,q_minority,0.011523278902043622,0.014172151684761047,0.5768711805343628
openml_23517_numerai28_6,xgboost,class_conditional_cp,50,q_majority,0.00879553587490562,0.01218588650226593,0.5721248090267181
openml_23517_numerai28_6,xgboost,class_conditional_cp,50,threshold_sum,0.016381941740827424,0.01695864647626877,1.1489959895610808
openml_23517_numerai28_6,xgboost,class_conditional_cp,100,q_minority,0.014080186103414088,0.016659170389175415,0.5749552071094512
openml_23517_numerai28_6,xgboost,class_conditional_cp,100,q_majority,0.00879553587490562,0.01218588650226593,0.5721248090267181
openml_23517_numerai28_6,xgboost,class_conditional_cp,100,threshold_sum,0.019937992786580715,0.021564684808254242,1.1470800161361694
openml_23517_numerai28_6,tabpfn,global_split_cp,10,q_global,0.006436806846687157,0.009430915117263794,0.5315463811159133
openml_23517_numerai28_6,tabpfn,global_split_cp,20,q_global,0.0065732549796532515,0.010325133800506592,0.5322195798158645
openml_23517_numerai28_6,tabpfn,global_split_cp,50,q_global,0.005461430264707712,0.008456498384475708,0.5332068622112274
openml_23517_numerai28_6,tabpfn,global_split_cp,100,q_global,0.0045563405876604375,0.006358146667480469,0.5341717511415481
openml_23517_numerai28_6,tabpfn,class_conditional_cp,10,q_minority,0.012415268111735489,0.01144707202911377,0.5387086123228073
openml_23517_numerai28_6,tabpfn,class_conditional_cp,10,q_majority,0.00606170235217779,0.00907096266746521,0.5306322634220123
openml_23517_numerai28_6,tabpfn,class_conditional_cp,10,threshold_sum,0.013703311051196028,0.01611875742673874,1.0693408757448197
openml_23517_numerai28_6,tabpfn,class_conditional_cp,20,q_minority,0.006848137461011141,0.009718269109725952,0.5393877685070038
openml_23517_numerai28_6,tabpfn,class_conditional_cp,20,q_majority,0.00606170235217779,0.00907096266746521,0.5306322634220123
openml_23517_numerai28_6,tabpfn,class_conditional_cp,20,threshold_sum,0.010323287485613732,0.015817880630493164,1.070020031929016
openml_23517_numerai28_6,tabpfn,class_conditional_cp,50,q_minority,0.005740851355660567,0.003928378224372864,0.5384795725345611
openml_23517_numerai28_6,tabpfn,class_conditional_cp,50,q_majority,0.00606170235217779,0.00907096266746521,0.5306322634220123
openml_23517_numerai28_6,tabpfn,class_conditional_cp,50,threshold_sum,0.009305479042714379,0.012776531279087067,1.0691118359565734
openml_23517_numerai28_6,tabpfn,class_conditional_cp,100,q_minority,0.003401621069358168,0.001946285367012024,0.537165704369545
openml_23517_numerai28_6,tabpfn,class_conditional_cp,100,q_majority,0.00606170235217779,0.00907096266746521,0.5306322634220123
openml_23517_numerai28_6,tabpfn,class_conditional_cp,100,threshold_sum,0.008224419972211754,0.01096867024898529,1.0677979677915572
