endpoint_tag,family,dataset_id,model,aggregation,d
rq3c_gl_m50_tabpfn_minus_lr_empty_rate,C_exploratory,openml_4534_phishingwebsite,(pair_mean_over_10_seeds),pair_mean_over_10_seeds,0.0365445499773858
rq3c_gl_m50_tabpfn_minus_lr_empty_rate,C_exploratory,openml_23512_higgs,(pair_mean_over_10_seeds),pair_mean_over_10_seeds,0.0
rq3c_gl_m50_tabpfn_minus_lr_empty_rate,C_exploratory,openml_23517_numerai28_6,(pair_mean_over_10_seeds),pair_mean_over_10_seeds,0.0
rq3c_gl_m50_tabpfn_minus_lr_doubleton_rate,C_exploratory,openml_3_kr_vs_kp,(pair_mean_over_10_seeds),pair_mean_over_10_seeds,0.0
rq3c_gl_m50_tabpfn_minus_lr_doubleton_rate,C_exploratory,openml_24_mushroom,(pair_mean_over_10_seeds),pair_mean_over_10_seeds,0.0
rq3c_gl_m50_tabpfn_minus_lr_doubleton_rate,C_exploratory,openml_1486_nomao,(pair_mean_over_10_seeds),pair_mean_over_10_seeds,0.0
rq3c_gl_m50_tabpfn_minus_lr_doubleton_rate,C_exploratory,openml_1489_phoneme,(pair_mean_over_10_seeds),pair_mean_over_10_seeds,-0.27604070305272893
rq3c_gl_m50_tabpfn_minus_lr_doubleton_rate,C_exploratory,openml_1590_adult,(pair_mean_over_10_seeds),pair_mean_over_10_seeds,-0.01767837035520524
rq3c_gl_m50_tabpfn_minus_lr_doubleton_rate,C_exploratory,openml_4534_phishingwebsite,(pair_mean_over_10_seeds),pair_mean_over_10_seeds,0.0
rq3c_gl_m50_tabpfn_minus_lr_doubleton_rate,C_exploratory,openml_23512_higgs,(pair_mean_over_10_seeds),pair_mean_over_10_seeds,-0.15832738398776133
rq3c_gl_m50_tabpfn_minus_lr_doubleton_rate,C_exploratory,openml_23517_numerai28_6,(pair_mean_over_10_seeds),pair_mean_over_10_seeds,0.009598214285714302
rq3c_gl_m50_tabpfn_minus_xgb_coverage_minority,C_exploratory,openml_3_kr_vs_kp,(pair_mean_over_10_seeds),pair_mean_over_10_seeds,0.0019607843137254945
rq3c_gl_m50_tabpfn_minus_xgb_coverage_minority,C_exploratory,openml_24_mushroom,(pair_mean_over_10_seeds),pair_mean_over_10_seeds,0.1340996168582375
rq3c_gl_m50_tabpfn_minus_xgb_coverage_minority,C_exploratory,openml_1486_nomao,(pair_mean_over_10_seeds),pair_mean_over_10_seeds,-0.004773996952767911
rq3c_gl_m50_tabpfn_minus_xgb_coverage_minority,C_exploratory,openml_1489_phoneme,(pair_mean_over_10_seeds),pair_mean_over_10_seeds,-0.01514195583596215
rq3c_gl_m50_tabpfn_minus_xgb_coverage_minority,C_exploratory,openml_1590_adult,(pair_mean_over_10_seeds),pair_mean_over_10_seeds,-0.003934987168520088
rq3c_gl_m50_tabpfn_minus_xgb_coverage_minority,C_exploratory,openml_4534_phishingwebsite,(pair_mean_over_10_seeds),pair_mean_over_10_seeds,-0.004897959183673461
rq3c_gl_m50_tabpfn_minus_xgb_coverage_minority,C_exploratory,openml_23512_higgs,(pair_mean_over_10_seeds),pair_mean_over_10_seeds,0.00571119524067063
rq3c_gl_m50_tabpfn_minus_xgb_coverage_minority,C_exploratory,openml_23517_numerai28_6,(pair_mean_over_10_seeds),pair_mean_over_10_seeds,-0.03071758287872428
rq3c_gl_m50_tabpfn_minus_xgb_coverage_majority,C_exploratory,openml_3_kr_vs_kp,(pair_mean_over_10_seeds),pair_mean_over_10_seeds,-0.0017964071856287345
rq3c_gl_m50_tabpfn_minus_xgb_coverage_majority,C_exploratory,openml_24_mushroom,(pair_mean_over_10_seeds),pair_mean_over_10_seeds,0.0831353919239905
rq3c_gl_m50_tabpfn_minus_xgb_coverage_majority,C_exploratory,openml_1486_nomao,(pair_mean_over_10_seeds),pair_mean_over_10_seeds,0.0013200649878147952
rq3c_gl_m50_tabpfn_minus_xgb_coverage_majority,C_exploratory,openml_1489_phoneme,(pair_mean_over_10_seeds),pair_mean_over_10_seeds,-0.007329842931937181
rq3c_gl_m50_tabpfn_minus_xgb_coverage_majority,C_exploratory,openml_1590_adult,(pair_mean_over_10_seeds),pair_mean_over_10_seeds,0.0026241421073879613
rq3c_gl_m50_tabpfn_minus_xgb_coverage_majority,C_exploratory,openml_4534_phishingwebsite,(pair_mean_over_10_seeds),pair_mean_over_10_seeds,-0.007473598700243722
rq3c_gl_m50_tabpfn_minus_xgb_coverage_majority,C_exploratory,openml_23512_higgs,(pair_mean_over_10_seeds),pair_mean_over_10_seeds,0.0029908345393150015
rq3c_gl_m50_tabpfn_minus_xgb_coverage_majority,C_exploratory,openml_23517_numerai28_6,(pair_mean_over_10_seeds),pair_mean_over_10_seeds,0.0013152486642005856
rq3c_gl_m50_tabpfn_minus_xgb_coverage_disparity,C_exploratory,openml_3_kr_vs_kp,(pair_mean_over_10_seeds),pair_mean_over_10_seeds,0.01497788736252983
rq3c_gl_m50_tabpfn_minus_xgb_coverage_disparity,C_exploratory,openml_24_mushroom,(pair_mean_over_10_seeds),pair_mean_over_10_seeds,-0.05074459339345898
rq3c_gl_m50_tabpfn_minus_xgb_coverage_disparity,C_exploratory,openml_1486_nomao,(pair_mean_over_10_seeds),pair_mean_over_10_seeds,0.006094061940582707
rq3c_gl_m50_tabpfn_minus_xgb_coverage_disparity,C_exploratory,openml_1489_phoneme,(pair_mean_over_10_seeds),pair_mean_over_10_seeds,0.007812112904024971
rq3c_gl_m50_tabpfn_minus_xgb_coverage_disparity,C_exploratory,openml_1590_adult,(pair_mean_over_10_seeds),pair_mean_over_10_seeds,0.0065591292759080485
rq3c_gl_m50_tabpfn_minus_xgb_coverage_disparity,C_exploratory,openml_4534_phishingwebsite,(pair_mean_over_10_seeds),pair_mean_over_10_seeds,-0.0025756395165702608
rq3c_gl_m50_tabpfn_minus_xgb_coverage_disparity,C_exploratory,openml_23512_higgs,(pair_mean_over_10_seeds),pair_mean_over_10_seeds,-0.0027203607013556287
rq3c_gl_m50_tabpfn_minus_xgb_coverage_disparity,C_exploratory,openml_23517_numerai28_6,(pair_mean_over_10_seeds),pair_mean_over_10_seeds,0.03203283154292487
rq3c_gl_m50_tabpfn_minus_xgb_singleton_rate,C_exploratory,openml_3_kr_vs_kp,(pair_mean_over_10_seeds),pair_mean_over_10_seeds,-0.00031249999999999334
rq3c_gl_m50_tabpfn_minus_xgb_singleton_rate,C_exploratory,openml_24_mushroom,(pair_mean_over_10_seeds),pair_mean_over_10_seeds,0.10769230769230771
rq3c_gl_m50_tabpfn_minus_xgb_singleton_rate,C_exploratory,openml_1486_nomao,(pair_mean_over_10_seeds),pair_mean_over_10_seeds,-0.001465254606122146
rq3c_gl_m50_tabpfn_minus_xgb_singleton_rate,C_exploratory,openml_1489_phoneme,(pair_mean_over_10_seeds),pair_mean_over_10_seeds,-0.011840888066605016
rq3c_gl_m50_tabpfn_minus_xgb_singleton_rate,C_exploratory,openml_1590_adult,(pair_mean_over_10_seeds),pair_mean_over_10_seeds,-0.03176374245060907
rq3c_gl_m50_tabpfn_minus_xgb_singleton_rate,C_exploratory,openml_4534_phishingwebsite,(pair_mean_over_10_seeds),pair_mean_over_10_seeds,-0.010628674807779303
rq3c_gl_m50_tabpfn_minus_xgb_singleton_rate,C_exploratory,openml_23512_higgs,(pair_mean_over_10_seeds),pair_mean_over_10_seeds,0.020402855685874542
rq3c_gl_m50_tabpfn_minus_xgb_singleton_rate,C_exploratory,openml_23517_numerai28_6,(pair_mean_over_10_seeds),pair_mean_over_10_seeds,0.0397217607973422
rq3c_gl_m50_tabpfn_minus_xgb_average_set_size,C_exploratory,openml_3_kr_vs_kp,(pair_mean_over_10_seeds),pair_mean_over_10_seeds,-0.00031249999999999334
rq3c_gl_m50_tabpfn_minus_xgb_average_set_size,C_exploratory,openml_24_mushroom,(pair_mean_over_10_seeds),pair_mean_over_10_seeds,0.10769230769230771
rq3c_gl_m50_tabpfn_minus_xgb_average_set_size,C_exploratory,openml_1486_nomao,(pair_mean_over_10_seeds),pair_mean_over_10_seeds,-0.001465254606122146
rq3c_gl_m50_tabpfn_minus_xgb_average_set_size,C_exploratory,openml_1489_phoneme,(pair_mean_over_10_seeds),pair_mean_over_10_seeds,-0.06271970397779836
rq3c_gl_m50_tabpfn_minus_xgb_average_set_size,C_exploratory,openml_1590_adult,(pair_mean_over_10_seeds),pair_mean_over_10_seeds,0.03202989046985364
rq3c_gl_m50_tabpfn_minus_xgb_average_set_size,C_exploratory,openml_4534_phishingwebsite,(pair_mean_over_10_seeds),pair_mean_over_10_seeds,-0.010628674807779303
rq3c_gl_m50_tabpfn_minus_xgb_average_set_size,C_exploratory,openml_23512_higgs,(pair_mean_over_10_seeds),pair_mean_over_10_seeds,-0.020402855685874587
rq3c_gl_m50_tabpfn_minus_xgb_average_set_size,C_exploratory,openml_23517_numerai28_6,(pair_mean_over_10_seeds),pair_mean_over_10_seeds,-0.03972176079734224
rq3c_gl_m50_tabpfn_minus_xgb_empty_rate,C_exploratory,openml_3_kr_vs_kp,(pair_mean_over_10_seeds),pair_mean_over_10_seeds,0.00031249999999999887
rq3c_gl_m50_tabpfn_minus_xgb_empty_rate,C_exploratory,openml_24_mushroom,(pair_mean_over_10_seeds),pair_mean_over_10_seeds,-0.10769230769230768
rq3c_gl_m50_tabpfn_minus_xgb_empty_rate,C_exploratory,openml_1486_nomao,(pair_mean_over_10_seeds),pair_mean_over_10_seeds,0.001465254606122151
rq3c_gl_m50_tabpfn_minus_xgb_empty_rate,C_exploratory,openml_1489_phoneme,(pair_mean_over_10_seeds),pair_mean_over_10_seeds,0.03728029602220167
rq3c_gl_m50_tabpfn_minus_xgb_empty_rate,C_exploratory,openml_1590_adult,(pair_mean_over_10_seeds),pair_mean_over_10_seeds,-0.00013307400962227456
rq3c_gl_m50_tabpfn_minus_xgb_empty_rate,C_exploratory,openml_4534_phishingwebsite,(pair_mean_over_10_seeds),pair_mean_over_10_seeds,0.010628674807779282
rq3c_gl_m50_tabpfn_minus_xgb_empty_rate,C_exploratory,openml_23512_higgs,(pair_mean_over_10_seeds),pair_mean_over_10_seeds,0.0
rq3c_gl_m50_tabpfn_minus_xgb_empty_rate,C_exploratory,openml_23517_numerai28_6,(pair_mean_over_10_seeds),pair_mean_over_10_seeds,0.0
rq3c_gl_m50_tabpfn_minus_xgb_doubleton_rate,C_exploratory,openml_3_kr_vs_kp,(pair_mean_over_10_seeds),pair_mean_over_10_seeds,0.0
rq3c_gl_m50_tabpfn_minus_xgb_doubleton_rate,C_exploratory,openml_24_mushroom,(pair_mean_over_10_seeds),pair_mean_over_10_seeds,0.0
rq3c_gl_m50_tabpfn_minus_xgb_doubleton_rate,C_exploratory,openml_1486_nomao,(pair_mean_over_10_seeds),pair_mean_over_10_seeds,0.0
rq3c_gl_m50_tabpfn_minus_xgb_doubleton_rate,C_exploratory,openml_1489_phoneme,(pair_mean_over_10_seeds),pair_mean_over_10_seeds,-0.025439407955596665
rq3c_gl_m50_tabpfn_minus_xgb_doubleton_rate,C_exploratory,openml_1590_adult,(pair_mean_over_10_seeds),pair_mean_over_10_seeds,0.03189681646023135
rq3c_gl_m50_tabpfn_minus_xgb_doubleton_rate,C_exploratory,openml_4534_phishingwebsite,(pair_mean_over_10_seeds),pair_mean_over_10_seeds,0.0
rq3c_gl_m50_tabpfn_minus_xgb_doubleton_rate,C_exploratory,openml_23512_higgs,(pair_mean_over_10_seeds),pair_mean_over_10_seeds,-0.02040285568587456
rq3c_gl_m50_tabpfn_minus_xgb_doubleton_rate,C_exploratory,openml_23517_numerai28_6,(pair_mean_over_10_seeds),pair_mean_over_10_seeds,-0.0397217607973422
rq3c_gl_m100_xgb_minus_lr_coverage_minority,C_exploratory,openml_3_kr_vs_kp,(pair_mean_over_10_seeds),pair_mean_over_10_seeds,0.016666666666666663
rq3c_gl_m100_xgb_minus_lr_coverage_minority,C_exploratory,openml_24_mushroom,(pair_mean_over_10_seeds),pair_mean_over_10_seeds,-0.04291187739463602
rq3c_gl_m100_xgb_minus_lr_coverage_minority,C_exploratory,openml_1486_nomao,(pair_mean_over_10_seeds),pair_mean_over_10_seeds,0.005485017775520551
rq3c_gl_m100_xgb_minus_lr_coverage_minority,C_exploratory,openml_1489_phoneme,(pair_mean_over_10_seeds),pair_mean_over_10_seeds,0.06340694006309147
rq3c_gl_m100_xgb_minus_lr_coverage_minority,C_exploratory,openml_1590_adult,(pair_mean_over_10_seeds),pair_mean_over_10_seeds,-0.005816937553464496
rq3c_gl_m100_xgb_minus_lr_coverage_minority,C_exploratory,openml_4534_phishingwebsite,(pair_mean_over_10_seeds),pair_mean_over_10_seeds,0.017448979591836767
rq3c_gl_m100_xgb_minus_lr_coverage_minority,C_exploratory,openml_23512_higgs,(pair_mean_over_10_seeds),pair_mean_over_10_seeds,0.05375878853434287
rq3c_gl_m100_xgb_minus_lr_coverage_minority,C_exploratory,openml_23517_numerai28_6,(pair_mean_over_10_seeds),pair_mean_over_10_seeds,0.018946705832983645
rq3c_gl_m100_xgb_minus_lr_coverage_majority,C_exploratory,openml_3_kr_vs_kp,(pair_mean_over_10_seeds),pair_mean_over_10_seeds,-0.002095808383233533
rq3c_gl_m100_xgb_minus_lr_coverage_majority,C_exploratory,openml_24_mushroom,(pair_mean_over_10_seeds),pair_mean_over_10_seeds,0.01650831353919241
rq3c_gl_m100_xgb_minus_lr_coverage_majority,C_exploratory,openml_1486_nomao,(pair_mean_over_10_seeds),pair_mean_over_10_seeds,0.0073923639317628135
rq3c_gl_m100_xgb_minus_lr_coverage_majority,C_exploratory,openml_1489_phoneme,(pair_mean_over_10_seeds),pair_mean_over_10_seeds,-0.01937172774869108
rq3c_gl_m100_xgb_minus_lr_coverage_majority,C_exploratory,openml_1590_adult,(pair_mean_over_10_seeds),pair_mean_over_10_seeds,-0.0027856277755349155
rq3c_gl_m100_xgb_minus_lr_coverage_majority,C_exploratory,openml_4534_phishingwebsite,(pair_mean_over_10_seeds),pair_mean_over_10_seeds,-0.006173842404549157
rq3c_gl_m100_xgb_minus_lr_coverage_majority,C_exploratory,openml_23512_higgs,(pair_mean_over_10_seeds),pair_mean_over_10_seeds,-0.018359864930053073
rq3c_gl_m100_xgb_minus_lr_coverage_majority,C_exploratory,openml_23517_numerai28_6,(pair_mean_over_10_seeds),pair_mean_over_10_seeds,-0.008816276202219475
rq3c_gl_m100_xgb_minus_lr_coverage_disparity,C_exploratory,openml_3_kr_vs_kp,(pair_mean_over_10_seeds),pair_mean_over_10_seeds,-0.01652381511486828
rq3c_gl_m100_xgb_minus_lr_coverage_disparity,C_exploratory,openml_24_mushroom,(pair_mean_over_10_seeds),pair_mean_over_10_seeds,0.03843051422296245
rq3c_gl_m100_xgb_minus_lr_coverage_disparity,C_exploratory,openml_1486_nomao,(pair_mean_over_10_seeds),pair_mean_over_10_seeds,0.0019073461562422623
rq3c_gl_m100_xgb_minus_lr_coverage_disparity,C_exploratory,openml_1489_phoneme,(pair_mean_over_10_seeds),pair_mean_over_10_seeds,-0.08277866781178256
rq3c_gl_m100_xgb_minus_lr_coverage_disparity,C_exploratory,openml_1590_adult,(pair_mean_over_10_seeds),pair_mean_over_10_seeds,0.0030313097779295804
rq3c_gl_m100_xgb_minus_lr_coverage_disparity,C_exploratory,openml_4534_phishingwebsite,(pair_mean_over_10_seeds),pair_mean_over_10_seeds,-0.023622821996385924
rq3c_gl_m100_xgb_minus_lr_coverage_disparity,C_exploratory,openml_23512_higgs,(pair_mean_over_10_seeds),pair_mean_over_10_seeds,-0.07211865346439594
rq3c_gl_m100_xgb_minus_lr_coverage_disparity,C_exploratory,openml_23517_numerai28_6,(pair_mean_over_10_seeds),pair_mean_over_10_seeds,-0.02776298203520312
rq3c_gl_m100_xgb_minus_lr_singleton_rate,C_exploratory,openml_3_kr_vs_kp,(pair_mean_over_10_seeds),pair_mean_over_10_seeds,-0.00296875000000002
rq3c_gl_m100_xgb_minus_lr_singleton_rate,C_exploratory,openml_24_mushroom,(pair_mean_over_10_seeds),pair_mean_over_10_seeds,-0.012123076923076926
rq3c_gl_m100_xgb_minus_lr_singleton_rate,C_exploratory,openml_1486_nomao,(pair_mean_over_10_seeds),pair_mean_over_10_seeds,-0.00863194545190774
rq3c_gl_m100_xgb_minus_lr_singleton_rate,C_exploratory,openml_1489_phoneme,(pair_mean_over_10_seeds),pair_mean_over_10_seeds,0.2993524514338575
rq3c_gl_m100_xgb_minus_lr_singleton_rate,C_exploratory,openml_1590_adult,(pair_mean_over_10_seeds),pair_mean_over_10_seeds,0.06952605179649915
rq3c_gl_m100_xgb_minus_lr_singleton_rate,C_exploratory,openml_4534_phishingwebsite,(pair_mean_over_10_seeds),pair_mean_over_10_seeds,-0.022026232473993657
rq3c_gl_m100_xgb_minus_lr_singleton_rate,C_exploratory,openml_23512_higgs,(pair_mean_over_10_seeds),pair_mean_over_10_seeds,0.16422233554309024
rq3c_gl_m100_xgb_minus_lr_singleton_rate,C_exploratory,openml_23517_numerai28_6,(pair_mean_over_10_seeds),pair_mean_over_10_seeds,-0.019502699335548174
rq3c_gl_m100_xgb_minus_lr_average_set_size,C_exploratory,openml_3_kr_vs_kp,(pair_mean_over_10_seeds),pair_mean_over_10_seeds,-0.00296875000000002
rq3c_gl_m100_xgb_minus_lr_average_set_size,C_exploratory,openml_24_mushroom,(pair_mean_over_10_seeds),pair_mean_over_10_seeds,-0.012123076923076926
rq3c_gl_m100_xgb_minus_lr_average_set_size,C_exploratory,openml_1486_nomao,(pair_mean_over_10_seeds),pair_mean_over_10_seeds,-0.00863194545190774
rq3c_gl_m100_xgb_minus_lr_average_set_size,C_exploratory,openml_1489_phoneme,(pair_mean_over_10_seeds),pair_mean_over_10_seeds,-0.3050878815911194
rq3c_gl_m100_xgb_minus_lr_average_set_size,C_exploratory,openml_1590_adult,(pair_mean_over_10_seeds),pair_mean_over_10_seeds,-0.06952605179649914
rq3c_gl_m100_xgb_minus_lr_average_set_size,C_exploratory,openml_4534_phishingwebsite,(pair_mean_over_10_seeds),pair_mean_over_10_seeds,-0.022026232473993657
rq3c_gl_m100_xgb_minus_lr_average_set_size,C_exploratory,openml_23512_higgs,(pair_mean_over_10_seeds),pair_mean_over_10_seeds,-0.16422233554309024
rq3c_gl_m100_xgb_minus_lr_average_set_size,C_exploratory,openml_23517_numerai28_6,(pair_mean_over_10_seeds),pair_mean_over_10_seeds,0.019502699335548178
rq3c_gl_m100_xgb_minus_lr_empty_rate,C_exploratory,openml_3_kr_vs_kp,(pair_mean_over_10_seeds),pair_mean_over_10_seeds,0.002968749999999999
rq3c_gl_m100_xgb_minus_lr_empty_rate,C_exploratory,openml_24_mushroom,(pair_mean_over_10_seeds),pair_mean_over_10_seeds,0.01212307692307692
rq3c_gl_m100_xgb_minus_lr_empty_rate,C_exploratory,openml_1486_nomao,(pair_mean_over_10_seeds),pair_mean_over_10_seeds,0.008631945451907732
rq3c_gl_m100_xgb_minus_lr_empty_rate,C_exploratory,openml_1489_phoneme,(pair_mean_over_10_seeds),pair_mean_over_10_seeds,0.0028677150786308976
rq3c_gl_m100_xgb_minus_lr_empty_rate,C_exploratory,openml_1590_adult,(pair_mean_over_10_seeds),pair_mean_over_10_seeds,0.0
rq3c_gl_m100_xgb_minus_lr_empty_rate,C_exploratory,openml_4534_phishingwebsite,(pair_mean_over_10_seeds),pair_mean_over_10_seeds,0.022026232473993667
rq3c_gl_m100_xgb_minus_lr_empty_rate,C_exploratory,openml_23512_higgs,(pair_mean_over_10_seeds),pair_mean_over_10_seeds,0.0
rq3c_gl_m100_xgb_minus_lr_empty_rate,C_exploratory,openml_23517_numerai28_6,(pair_mean_over_10_seeds),pair_mean_over_10_seeds,0.0
rq3c_gl_m100_xgb_minus_lr_doubleton_rate,C_exploratory,openml_3_kr_vs_kp,(pair_mean_over_10_seeds),pair_mean_over_10_seeds,0.0
rq3c_gl_m100_xgb_minus_lr_doubleton_rate,C_exploratory,openml_24_mushroom,(pair_mean_over_10_seeds),pair_mean_over_10_seeds,0.0
rq3c_gl_m100_xgb_minus_lr_doubleton_rate,C_exploratory,openml_1486_nomao,(pair_mean_over_10_seeds),pair_mean_over_10_seeds,0.0
rq3c_gl_m100_xgb_minus_lr_doubleton_rate,C_exploratory,openml_1489_phoneme,(pair_mean_over_10_seeds),pair_mean_over_10_seeds,-0.30222016651248845
rq3c_gl_m100_xgb_minus_lr_doubleton_rate,C_exploratory,openml_1590_adult,(pair_mean_over_10_seeds),pair_mean_over_10_seeds,-0.06952605179649912
rq3c_gl_m100_xgb_minus_lr_doubleton_rate,C_exploratory,openml_4534_phishingwebsite,(pair_mean_over_10_seeds),pair_mean_over_10_seeds,0.0
rq3c_gl_m100_xgb_minus_lr_doubleton_rate,C_exploratory,openml_23512_higgs,(pair_mean_over_10_seeds),pair_mean_over_10_seeds,-0.16422233554309026
rq3c_gl_m100_xgb_minus_lr_doubleton_rate,C_exploratory,openml_23517_numerai28_6,(pair_mean_over_10_seeds),pair_mean_over_10_seeds,0.019502699335548178
rq3c_gl_m100_tabpfn_minus_lr_coverage_minority,C_exploratory,openml_3_kr_vs_kp,(pair_mean_over_10_seeds),pair_mean_over_10_seeds,0.021241830065359478
rq3c_gl_m100_tabpfn_minus_lr_coverage_minority,C_exploratory,openml_24_mushroom,(pair_mean_over_10_seeds),pair_mean_over_10_seeds,0.08850574712643677
rq3c_gl_m100_tabpfn_minus_lr_coverage_minority,C_exploratory,openml_1486_nomao,(pair_mean_over_10_seeds),pair_mean_over_10_seeds,-0.0070086338242763
rq3c_gl_m100_tabpfn_minus_lr_coverage_minority,C_exploratory,openml_1489_phoneme,(pair_mean_over_10_seeds),pair_mean_over_10_seeds,0.056151419558359596
rq3c_gl_m100_tabpfn_minus_lr_coverage_minority,C_exploratory,openml_1590_adult,(pair_mean_over_10_seeds),pair_mean_over_10_seeds,-0.00038494439692043914
rq3c_gl_m100_tabpfn_minus_lr_coverage_minority,C_exploratory,openml_4534_phishingwebsite,(pair_mean_over_10_seeds),pair_mean_over_10_seeds,0.01061224489795919
rq3c_gl_m100_tabpfn_minus_lr_coverage_minority,C_exploratory,openml_23512_higgs,(pair_mean_over_10_seeds),pair_mean_over_10_seeds,0.06055164954029205
rq3c_gl_m100_tabpfn_minus_lr_coverage_minority,C_exploratory,openml_23517_numerai28_6,(pair_mean_over_10_seeds),pair_mean_over_10_seeds,0.0033571128829206877
rq3c_gl_m100_tabpfn_minus_lr_coverage_majority,C_exploratory,openml_3_kr_vs_kp,(pair_mean_over_10_seeds),pair_mean_over_10_seeds,-0.002395209580838309
rq3c_gl_m100_tabpfn_minus_lr_coverage_majority,C_exploratory,openml_24_mushroom,(pair_mean_over_10_seeds),pair_mean_over_10_seeds,0.09821852731591449
rq3c_gl_m100_tabpfn_minus_lr_coverage_majority,C_exploratory,openml_1486_nomao,(pair_mean_over_10_seeds),pair_mean_over_10_seeds,0.006295694557270515
rq3c_gl_m100_tabpfn_minus_lr_coverage_majority,C_exploratory,openml_1489_phoneme,(pair_mean_over_10_seeds),pair_mean_over_10_seeds,-0.024345549738219906
rq3c_gl_m100_tabpfn_minus_lr_coverage_majority,C_exploratory,openml_1590_adult,(pair_mean_over_10_seeds),pair_mean_over_10_seeds,-0.0005786569775265704
rq3c_gl_m100_tabpfn_minus_lr_coverage_majority,C_exploratory,openml_4534_phishingwebsite,(pair_mean_over_10_seeds),pair_mean_over_10_seeds,-0.013972380178716482
rq3c_gl_m100_tabpfn_minus_lr_coverage_majority,C_exploratory,openml_23512_higgs,(pair_mean_over_10_seeds),pair_mean_over_10_seeds,-0.015677761698022197
rq3c_gl_m100_tabpfn_minus_lr_coverage_majority,C_exploratory,openml_23517_numerai28_6,(pair_mean_over_10_seeds),pair_mean_over_10_seeds,-0.0005240443896423974
rq3c_gl_m100_tabpfn_minus_lr_coverage_disparity,C_exploratory,openml_3_kr_vs_kp,(pair_mean_over_10_seeds),pair_mean_over_10_seeds,-0.005923447223200662
rq3c_gl_m100_tabpfn_minus_lr_coverage_disparity,C_exploratory,openml_24_mushroom,(pair_mean_over_10_seeds),pair_mean_over_10_seeds,-0.0110572649806002
rq3c_gl_m100_tabpfn_minus_lr_coverage_disparity,C_exploratory,openml_1486_nomao,(pair_mean_over_10_seeds),pair_mean_over_10_seeds,0.013304328381546816
rq3c_gl_m100_tabpfn_minus_lr_coverage_disparity,C_exploratory,openml_1489_phoneme,(pair_mean_over_10_seeds),pair_mean_over_10_seeds,-0.0804969692965795
rq3c_gl_m100_tabpfn_minus_lr_coverage_disparity,C_exploratory,openml_1590_adult,(pair_mean_over_10_seeds),pair_mean_over_10_seeds,-0.00019371258060613128
rq3c_gl_m100_tabpfn_minus_lr_coverage_disparity,C_exploratory,openml_4534_phishingwebsite,(pair_mean_over_10_seeds),pair_mean_over_10_seeds,-0.02458462507667567
rq3c_gl_m100_tabpfn_minus_lr_coverage_disparity,C_exploratory,openml_23512_higgs,(pair_mean_over_10_seeds),pair_mean_over_10_seeds,-0.07622941123831425
rq3c_gl_m100_tabpfn_minus_lr_coverage_disparity,C_exploratory,openml_23517_numerai28_6,(pair_mean_over_10_seeds),pair_mean_over_10_seeds,-0.003881157272563085
rq3c_gl_m100_tabpfn_minus_lr_singleton_rate,C_exploratory,openml_3_kr_vs_kp,(pair_mean_over_10_seeds),pair_mean_over_10_seeds,-0.0010937500000000155
rq3c_gl_m100_tabpfn_minus_lr_singleton_rate,C_exploratory,openml_24_mushroom,(pair_mean_over_10_seeds),pair_mean_over_10_seeds,0.09353846153846154
rq3c_gl_m100_tabpfn_minus_lr_singleton_rate,C_exploratory,openml_1486_nomao,(pair_mean_over_10_seeds),pair_mean_over_10_seeds,-0.014536486290439566
rq3c_gl_m100_tabpfn_minus_lr_singleton_rate,C_exploratory,openml_1489_phoneme,(pair_mean_over_10_seeds),pair_mean_over_10_seeds,0.31461609620721553
rq3c_gl_m100_tabpfn_minus_lr_singleton_rate,C_exploratory,openml_1590_adult,(pair_mean_over_10_seeds),pair_mean_over_10_seeds,0.027556556454089453
rq3c_gl_m100_tabpfn_minus_lr_singleton_rate,C_exploratory,openml_4534_phishingwebsite,(pair_mean_over_10_seeds),pair_mean_over_10_seeds,-0.034147444595205786
rq3c_gl_m100_tabpfn_minus_lr_singleton_rate,C_exploratory,openml_23512_higgs,(pair_mean_over_10_seeds),pair_mean_over_10_seeds,0.1834625191228965
rq3c_gl_m100_tabpfn_minus_lr_singleton_rate,C_exploratory,openml_23517_numerai28_6,(pair_mean_over_10_seeds),pair_mean_over_10_seeds,-0.0022580980066445183
rq3c_gl_m100_tabpfn_minus_lr_average_set_size,C_exploratory,openml_3_kr_vs_kp,(pair_mean_over_10_seeds),pair_mean_over_10_seeds,-0.0010937500000000155
rq3c_gl_m100_tabpfn_minus_lr_average_set_size,C_exploratory,openml_24_mushroom,(pair_mean_over_10_seeds),pair_mean_over_10_seeds,0.09353846153846154
rq3c_gl_m100_tabpfn_minus_lr_average_set_size,C_exploratory,openml_1486_nomao,(pair_mean_over_10_seeds),pair_mean_over_10_seeds,-0.014536486290439566
rq3c_gl_m100_tabpfn_minus_lr_average_set_size,C_exploratory,openml_1489_phoneme,(pair_mean_over_10_seeds),pair_mean_over_10_seeds,-0.3656799259944496
rq3c_gl_m100_tabpfn_minus_lr_average_set_size,C_exploratory,openml_1590_adult,(pair_mean_over_10_seeds),pair_mean_over_10_seeds,-0.02755655645408952
rq3c_gl_m100_tabpfn_minus_lr_average_set_size,C_exploratory,openml_4534_phishingwebsite,(pair_mean_over_10_seeds),pair_mean_over_10_seeds,-0.034147444595205786
rq3c_gl_m100_tabpfn_minus_lr_average_set_size,C_exploratory,openml_23512_higgs,(pair_mean_over_10_seeds),pair_mean_over_10_seeds,-0.1834625191228965
