endpoint_tag,family,dataset_id,model,aggregation,d
rq2b_cc_minus_global_m50_coverage_disparity,B_confirmatory,openml_4534_phishingwebsite,(pooled_3_pipelines),pooled_30_contrasts,-0.0010319026066966219
rq2b_cc_minus_global_m50_coverage_disparity,B_confirmatory,openml_23512_higgs,logistic_regression,pooled_30_contrasts,-0.10119938105550852
rq2b_cc_minus_global_m50_coverage_disparity,B_confirmatory,openml_23512_higgs,xgboost,pooled_30_contrasts,-0.005843353612609725
rq2b_cc_minus_global_m50_coverage_disparity,B_confirmatory,openml_23512_higgs,tabpfn,pooled_30_contrasts,0.0023160848604100726
rq2b_cc_minus_global_m50_coverage_disparity,B_confirmatory,openml_23512_higgs,(pooled_3_pipelines),pooled_30_contrasts,-0.03490888326923606
rq2b_cc_minus_global_m50_coverage_disparity,B_confirmatory,openml_23517_numerai28_6,logistic_regression,pooled_30_contrasts,-0.023080603824976852
rq2b_cc_minus_global_m50_coverage_disparity,B_confirmatory,openml_23517_numerai28_6,xgboost,pooled_30_contrasts,0.006519122900791119
rq2b_cc_minus_global_m50_coverage_disparity,B_confirmatory,openml_23517_numerai28_6,tabpfn,pooled_30_contrasts,-0.016454928293110606
rq2b_cc_minus_global_m50_coverage_disparity,B_confirmatory,openml_23517_numerai28_6,(pooled_3_pipelines),pooled_30_contrasts,-0.011005469739098779
rq2b_cc_minus_global_m50_singleton_rate,B_confirmatory,openml_3_kr_vs_kp,logistic_regression,pooled_30_contrasts,0.007187500000000002
rq2b_cc_minus_global_m50_singleton_rate,B_confirmatory,openml_3_kr_vs_kp,xgboost,pooled_30_contrasts,-0.0028125000000000177
rq2b_cc_minus_global_m50_singleton_rate,B_confirmatory,openml_3_kr_vs_kp,tabpfn,pooled_30_contrasts,-0.007187500000000013
rq2b_cc_minus_global_m50_singleton_rate,B_confirmatory,openml_3_kr_vs_kp,(pooled_3_pipelines),pooled_30_contrasts,-0.0009375000000000096
rq2b_cc_minus_global_m50_singleton_rate,B_confirmatory,openml_24_mushroom,logistic_regression,pooled_30_contrasts,-0.007015384615384634
rq2b_cc_minus_global_m50_singleton_rate,B_confirmatory,openml_24_mushroom,xgboost,pooled_30_contrasts,0.014092307692307704
rq2b_cc_minus_global_m50_singleton_rate,B_confirmatory,openml_24_mushroom,tabpfn,pooled_30_contrasts,0.0
rq2b_cc_minus_global_m50_singleton_rate,B_confirmatory,openml_24_mushroom,(pooled_3_pipelines),pooled_30_contrasts,0.0023589743589743565
rq2b_cc_minus_global_m50_singleton_rate,B_confirmatory,openml_1486_nomao,logistic_regression,pooled_30_contrasts,0.016117800667343685
rq2b_cc_minus_global_m50_singleton_rate,B_confirmatory,openml_1486_nomao,xgboost,pooled_30_contrasts,0.014478456405048579
rq2b_cc_minus_global_m50_singleton_rate,B_confirmatory,openml_1486_nomao,tabpfn,pooled_30_contrasts,0.014623531118526023
rq2b_cc_minus_global_m50_singleton_rate,B_confirmatory,openml_1486_nomao,(pooled_3_pipelines),pooled_30_contrasts,0.015073262730306096
rq2b_cc_minus_global_m50_singleton_rate,B_confirmatory,openml_1489_phoneme,logistic_regression,pooled_30_contrasts,-0.12654949121184086
rq2b_cc_minus_global_m50_singleton_rate,B_confirmatory,openml_1489_phoneme,xgboost,pooled_30_contrasts,-0.019241443108233124
rq2b_cc_minus_global_m50_singleton_rate,B_confirmatory,openml_1489_phoneme,tabpfn,pooled_30_contrasts,0.022109158186863997
rq2b_cc_minus_global_m50_singleton_rate,B_confirmatory,openml_1489_phoneme,(pooled_3_pipelines),pooled_30_contrasts,-0.041227258711070004
rq2b_cc_minus_global_m50_singleton_rate,B_confirmatory,openml_1590_adult,logistic_regression,pooled_30_contrasts,-0.11061521138294608
rq2b_cc_minus_global_m50_singleton_rate,B_confirmatory,openml_1590_adult,xgboost,pooled_30_contrasts,-0.09943699457467499
rq2b_cc_minus_global_m50_singleton_rate,B_confirmatory,openml_1590_adult,tabpfn,pooled_30_contrasts,-0.0996929061316409
rq2b_cc_minus_global_m50_singleton_rate,B_confirmatory,openml_1590_adult,(pooled_3_pipelines),pooled_30_contrasts,-0.10324837069642064
rq2b_cc_minus_global_m50_singleton_rate,B_confirmatory,openml_4534_phishingwebsite,logistic_regression,pooled_30_contrasts,0.021121664405246498
rq2b_cc_minus_global_m50_singleton_rate,B_confirmatory,openml_4534_phishingwebsite,xgboost,pooled_30_contrasts,0.011442786069651722
rq2b_cc_minus_global_m50_singleton_rate,B_confirmatory,openml_4534_phishingwebsite,tabpfn,pooled_30_contrasts,0.012528267752148348
rq2b_cc_minus_global_m50_singleton_rate,B_confirmatory,openml_4534_phishingwebsite,(pooled_3_pipelines),pooled_30_contrasts,0.01503090607568219
rq2b_cc_minus_global_m50_singleton_rate,B_confirmatory,openml_23512_higgs,logistic_regression,pooled_30_contrasts,-0.08989291177970424
rq2b_cc_minus_global_m50_singleton_rate,B_confirmatory,openml_23512_higgs,xgboost,pooled_30_contrasts,-0.04357470678225395
rq2b_cc_minus_global_m50_singleton_rate,B_confirmatory,openml_23512_higgs,tabpfn,pooled_30_contrasts,-0.06348801631820497
rq2b_cc_minus_global_m50_singleton_rate,B_confirmatory,openml_23512_higgs,(pooled_3_pipelines),pooled_30_contrasts,-0.06565187829338771
rq2b_cc_minus_global_m50_singleton_rate,B_confirmatory,openml_23517_numerai28_6,logistic_regression,pooled_30_contrasts,-0.04549937707641196
rq2b_cc_minus_global_m50_singleton_rate,B_confirmatory,openml_23517_numerai28_6,xgboost,pooled_30_contrasts,-0.006888496677740857
rq2b_cc_minus_global_m50_singleton_rate,B_confirmatory,openml_23517_numerai28_6,tabpfn,pooled_30_contrasts,-0.03984115448504984
rq2b_cc_minus_global_m50_singleton_rate,B_confirmatory,openml_23517_numerai28_6,(pooled_3_pipelines),pooled_30_contrasts,-0.03074300941306755
rq2b_cc_minus_global_m50_average_set_size,B_confirmatory,openml_3_kr_vs_kp,logistic_regression,pooled_30_contrasts,0.007187500000000002
rq2b_cc_minus_global_m50_average_set_size,B_confirmatory,openml_3_kr_vs_kp,xgboost,pooled_30_contrasts,-0.0028125000000000177
rq2b_cc_minus_global_m50_average_set_size,B_confirmatory,openml_3_kr_vs_kp,tabpfn,pooled_30_contrasts,-0.007187500000000013
rq2b_cc_minus_global_m50_average_set_size,B_confirmatory,openml_3_kr_vs_kp,(pooled_3_pipelines),pooled_30_contrasts,-0.0009375000000000096
rq2b_cc_minus_global_m50_average_set_size,B_confirmatory,openml_24_mushroom,logistic_regression,pooled_30_contrasts,-0.007015384615384634
rq2b_cc_minus_global_m50_average_set_size,B_confirmatory,openml_24_mushroom,xgboost,pooled_30_contrasts,0.014092307692307704
rq2b_cc_minus_global_m50_average_set_size,B_confirmatory,openml_24_mushroom,tabpfn,pooled_30_contrasts,0.0
rq2b_cc_minus_global_m50_average_set_size,B_confirmatory,openml_24_mushroom,(pooled_3_pipelines),pooled_30_contrasts,0.0023589743589743565
rq2b_cc_minus_global_m50_average_set_size,B_confirmatory,openml_1486_nomao,logistic_regression,pooled_30_contrasts,0.016117800667343685
rq2b_cc_minus_global_m50_average_set_size,B_confirmatory,openml_1486_nomao,xgboost,pooled_30_contrasts,0.014478456405048579
rq2b_cc_minus_global_m50_average_set_size,B_confirmatory,openml_1486_nomao,tabpfn,pooled_30_contrasts,0.014623531118526023
rq2b_cc_minus_global_m50_average_set_size,B_confirmatory,openml_1486_nomao,(pooled_3_pipelines),pooled_30_contrasts,0.015073262730306096
rq2b_cc_minus_global_m50_average_set_size,B_confirmatory,openml_1489_phoneme,logistic_regression,pooled_30_contrasts,0.12654949121184092
rq2b_cc_minus_global_m50_average_set_size,B_confirmatory,openml_1489_phoneme,xgboost,pooled_30_contrasts,0.0388529139685476
rq2b_cc_minus_global_m50_average_set_size,B_confirmatory,openml_1489_phoneme,tabpfn,pooled_30_contrasts,0.045050878815911174
rq2b_cc_minus_global_m50_average_set_size,B_confirmatory,openml_1489_phoneme,(pooled_3_pipelines),pooled_30_contrasts,0.07015109466543322
rq2b_cc_minus_global_m50_average_set_size,B_confirmatory,openml_1590_adult,logistic_regression,pooled_30_contrasts,0.11061521138294603
rq2b_cc_minus_global_m50_average_set_size,B_confirmatory,openml_1590_adult,xgboost,pooled_30_contrasts,0.09970314259391957
rq2b_cc_minus_global_m50_average_set_size,B_confirmatory,openml_1590_adult,tabpfn,pooled_30_contrasts,0.09969290613164092
rq2b_cc_minus_global_m50_average_set_size,B_confirmatory,openml_1590_adult,(pooled_3_pipelines),pooled_30_contrasts,0.10333708670283553
rq2b_cc_minus_global_m50_average_set_size,B_confirmatory,openml_4534_phishingwebsite,logistic_regression,pooled_30_contrasts,0.021121664405246498
rq2b_cc_minus_global_m50_average_set_size,B_confirmatory,openml_4534_phishingwebsite,xgboost,pooled_30_contrasts,0.011442786069651722
rq2b_cc_minus_global_m50_average_set_size,B_confirmatory,openml_4534_phishingwebsite,tabpfn,pooled_30_contrasts,0.012528267752148348
rq2b_cc_minus_global_m50_average_set_size,B_confirmatory,openml_4534_phishingwebsite,(pooled_3_pipelines),pooled_30_contrasts,0.01503090607568219
rq2b_cc_minus_global_m50_average_set_size,B_confirmatory,openml_23512_higgs,logistic_regression,pooled_30_contrasts,0.08989291177970422
rq2b_cc_minus_global_m50_average_set_size,B_confirmatory,openml_23512_higgs,xgboost,pooled_30_contrasts,0.04357470678225395
rq2b_cc_minus_global_m50_average_set_size,B_confirmatory,openml_23512_higgs,tabpfn,pooled_30_contrasts,0.06348801631820504
rq2b_cc_minus_global_m50_average_set_size,B_confirmatory,openml_23512_higgs,(pooled_3_pipelines),pooled_30_contrasts,0.06565187829338774
rq2b_cc_minus_global_m50_average_set_size,B_confirmatory,openml_23517_numerai28_6,logistic_regression,pooled_30_contrasts,0.04549937707641201
rq2b_cc_minus_global_m50_average_set_size,B_confirmatory,openml_23517_numerai28_6,xgboost,pooled_30_contrasts,0.006888496677740807
rq2b_cc_minus_global_m50_average_set_size,B_confirmatory,openml_23517_numerai28_6,tabpfn,pooled_30_contrasts,0.03984115448504984
rq2b_cc_minus_global_m50_average_set_size,B_confirmatory,openml_23517_numerai28_6,(pooled_3_pipelines),pooled_30_contrasts,0.03074300941306755
rq2b_cc_minus_global_m100_coverage_minority,B_confirmatory,openml_3_kr_vs_kp,logistic_regression,pooled_30_contrasts,0.013398692810457524
rq2b_cc_minus_global_m100_coverage_minority,B_confirmatory,openml_3_kr_vs_kp,xgboost,pooled_30_contrasts,-0.00326797385620915
rq2b_cc_minus_global_m100_coverage_minority,B_confirmatory,openml_3_kr_vs_kp,tabpfn,pooled_30_contrasts,-0.002941176470588236
rq2b_cc_minus_global_m100_coverage_minority,B_confirmatory,openml_3_kr_vs_kp,(pooled_3_pipelines),pooled_30_contrasts,0.002396514161220046
rq2b_cc_minus_global_m100_coverage_minority,B_confirmatory,openml_24_mushroom,logistic_regression,pooled_30_contrasts,-0.019667943805874843
rq2b_cc_minus_global_m100_coverage_minority,B_confirmatory,openml_24_mushroom,xgboost,pooled_30_contrasts,0.02324393358876118
rq2b_cc_minus_global_m100_coverage_minority,B_confirmatory,openml_24_mushroom,tabpfn,pooled_30_contrasts,0.0
rq2b_cc_minus_global_m100_coverage_minority,B_confirmatory,openml_24_mushroom,(pooled_3_pipelines),pooled_30_contrasts,0.001191996594295445
rq2b_cc_minus_global_m100_coverage_minority,B_confirmatory,openml_1486_nomao,logistic_regression,pooled_30_contrasts,0.053682072117826295
rq2b_cc_minus_global_m100_coverage_minority,B_confirmatory,openml_1486_nomao,xgboost,pooled_30_contrasts,0.057745048247841525
rq2b_cc_minus_global_m100_coverage_minority,B_confirmatory,openml_1486_nomao,tabpfn,pooled_30_contrasts,0.0702386998476384
rq2b_cc_minus_global_m100_coverage_minority,B_confirmatory,openml_1486_nomao,(pooled_3_pipelines),pooled_30_contrasts,0.06055527340443542
rq2b_cc_minus_global_m100_coverage_minority,B_confirmatory,openml_1489_phoneme,logistic_regression,pooled_30_contrasts,0.1312302839116719
rq2b_cc_minus_global_m100_coverage_minority,B_confirmatory,openml_1489_phoneme,xgboost,pooled_30_contrasts,0.06656151419558361
rq2b_cc_minus_global_m100_coverage_minority,B_confirmatory,openml_1489_phoneme,tabpfn,pooled_30_contrasts,0.0747634069400631
rq2b_cc_minus_global_m100_coverage_minority,B_confirmatory,openml_1489_phoneme,(pooled_3_pipelines),pooled_30_contrasts,0.09085173501577286
rq2b_cc_minus_global_m100_coverage_minority,B_confirmatory,openml_1590_adult,logistic_regression,pooled_30_contrasts,0.1272455089820359
rq2b_cc_minus_global_m100_coverage_minority,B_confirmatory,openml_1590_adult,xgboost,pooled_30_contrasts,0.13845166809238668
rq2b_cc_minus_global_m100_coverage_minority,B_confirmatory,openml_1590_adult,tabpfn,pooled_30_contrasts,0.13785286569717703
rq2b_cc_minus_global_m100_coverage_minority,B_confirmatory,openml_1590_adult,(pooled_3_pipelines),pooled_30_contrasts,0.13451668092386654
rq2b_cc_minus_global_m100_coverage_minority,B_confirmatory,openml_4534_phishingwebsite,logistic_regression,pooled_30_contrasts,0.04877551020408165
rq2b_cc_minus_global_m100_coverage_minority,B_confirmatory,openml_4534_phishingwebsite,xgboost,pooled_30_contrasts,0.026020408163265275
rq2b_cc_minus_global_m100_coverage_minority,B_confirmatory,openml_4534_phishingwebsite,tabpfn,pooled_30_contrasts,0.027551020408163273
rq2b_cc_minus_global_m100_coverage_minority,B_confirmatory,openml_4534_phishingwebsite,(pooled_3_pipelines),pooled_30_contrasts,0.0341156462585034
rq2b_cc_minus_global_m100_coverage_minority,B_confirmatory,openml_23512_higgs,logistic_regression,pooled_30_contrasts,0.08002163331530557
rq2b_cc_minus_global_m100_coverage_minority,B_confirmatory,openml_23512_higgs,xgboost,pooled_30_contrasts,0.03189832341806381
rq2b_cc_minus_global_m100_coverage_minority,B_confirmatory,openml_23512_higgs,tabpfn,pooled_30_contrasts,0.03259058950784207
rq2b_cc_minus_global_m100_coverage_minority,B_confirmatory,openml_23512_higgs,(pooled_3_pipelines),pooled_30_contrasts,0.04817018208040382
rq2b_cc_minus_global_m100_coverage_minority,B_confirmatory,openml_23517_numerai28_6,logistic_regression,pooled_30_contrasts,0.038858581619806966
rq2b_cc_minus_global_m100_coverage_minority,B_confirmatory,openml_23517_numerai28_6,xgboost,pooled_30_contrasts,0.005371380612673083
rq2b_cc_minus_global_m100_coverage_minority,B_confirmatory,openml_23517_numerai28_6,tabpfn,pooled_30_contrasts,0.030654637012169538
rq2b_cc_minus_global_m100_coverage_minority,B_confirmatory,openml_23517_numerai28_6,(pooled_3_pipelines),pooled_30_contrasts,0.02496153308154986
rq2b_cc_minus_global_m100_coverage_majority,B_confirmatory,openml_3_kr_vs_kp,logistic_regression,pooled_30_contrasts,-0.010479041916167664
rq2b_cc_minus_global_m100_coverage_majority,B_confirmatory,openml_3_kr_vs_kp,xgboost,pooled_30_contrasts,0.0026946107784431295
rq2b_cc_minus_global_m100_coverage_majority,B_confirmatory,openml_3_kr_vs_kp,tabpfn,pooled_30_contrasts,-0.0017964071856287455
rq2b_cc_minus_global_m100_coverage_majority,B_confirmatory,openml_3_kr_vs_kp,(pooled_3_pipelines),pooled_30_contrasts,-0.0031936127744510933
rq2b_cc_minus_global_m100_coverage_majority,B_confirmatory,openml_24_mushroom,logistic_regression,pooled_30_contrasts,0.006888361045130642
rq2b_cc_minus_global_m100_coverage_majority,B_confirmatory,openml_24_mushroom,xgboost,pooled_30_contrasts,-0.008076009501187652
rq2b_cc_minus_global_m100_coverage_majority,B_confirmatory,openml_24_mushroom,tabpfn,pooled_30_contrasts,0.0
rq2b_cc_minus_global_m100_coverage_majority,B_confirmatory,openml_24_mushroom,(pooled_3_pipelines),pooled_30_contrasts,-0.0003958828186856704
rq2b_cc_minus_global_m100_coverage_majority,B_confirmatory,openml_1486_nomao,logistic_regression,pooled_30_contrasts,-0.024756295694557274
rq2b_cc_minus_global_m100_coverage_majority,B_confirmatory,openml_1486_nomao,xgboost,pooled_30_contrasts,-0.026909017059301397
rq2b_cc_minus_global_m100_coverage_majority,B_confirmatory,openml_1486_nomao,tabpfn,pooled_30_contrasts,-0.028432168968318426
rq2b_cc_minus_global_m100_coverage_majority,B_confirmatory,openml_1486_nomao,(pooled_3_pipelines),pooled_30_contrasts,-0.026699160574059033
rq2b_cc_minus_global_m100_coverage_majority,B_confirmatory,openml_1489_phoneme,logistic_regression,pooled_30_contrasts,-0.06204188481675391
rq2b_cc_minus_global_m100_coverage_majority,B_confirmatory,openml_1489_phoneme,xgboost,pooled_30_contrasts,-0.0362565445026178
rq2b_cc_minus_global_m100_coverage_majority,B_confirmatory,openml_1489_phoneme,tabpfn,pooled_30_contrasts,-0.031413612565445025
rq2b_cc_minus_global_m100_coverage_majority,B_confirmatory,openml_1489_phoneme,(pooled_3_pipelines),pooled_30_contrasts,-0.04323734729493891
rq2b_cc_minus_global_m100_coverage_majority,B_confirmatory,openml_1590_adult,logistic_regression,pooled_30_contrasts,-0.0673798950343157
rq2b_cc_minus_global_m100_coverage_majority,B_confirmatory,openml_1590_adult,xgboost,pooled_30_contrasts,-0.06610146682815232
rq2b_cc_minus_global_m100_coverage_majority,B_confirmatory,openml_1590_adult,tabpfn,pooled_30_contrasts,-0.06943883730318935
rq2b_cc_minus_global_m100_coverage_majority,B_confirmatory,openml_1590_adult,(pooled_3_pipelines),pooled_30_contrasts,-0.06764006638855245
rq2b_cc_minus_global_m100_coverage_majority,B_confirmatory,openml_4534_phishingwebsite,logistic_regression,pooled_30_contrasts,-0.016896831844029247
rq2b_cc_minus_global_m100_coverage_majority,B_confirmatory,openml_4534_phishingwebsite,xgboost,pooled_30_contrasts,-0.010885458976441897
rq2b_cc_minus_global_m100_coverage_majority,B_confirmatory,openml_4534_phishingwebsite,tabpfn,pooled_30_contrasts,-0.00771730300568646
rq2b_cc_minus_global_m100_coverage_majority,B_confirmatory,openml_4534_phishingwebsite,(pooled_3_pipelines),pooled_30_contrasts,-0.011833197942052535
rq2b_cc_minus_global_m100_coverage_majority,B_confirmatory,openml_23512_higgs,logistic_regression,pooled_30_contrasts,-0.03736613603473225
rq2b_cc_minus_global_m100_coverage_majority,B_confirmatory,openml_23512_higgs,xgboost,pooled_30_contrasts,-0.015166425470332867
rq2b_cc_minus_global_m100_coverage_majority,B_confirmatory,openml_23512_higgs,tabpfn,pooled_30_contrasts,-0.011500241196333815
rq2b_cc_minus_global_m100_coverage_majority,B_confirmatory,openml_23512_higgs,(pooled_3_pipelines),pooled_30_contrasts,-0.02134426756713298
rq2b_cc_minus_global_m100_coverage_majority,B_confirmatory,openml_23517_numerai28_6,logistic_regression,pooled_30_contrasts,-0.020653514180024667
rq2b_cc_minus_global_m100_coverage_majority,B_confirmatory,openml_23517_numerai28_6,xgboost,pooled_30_contrasts,-0.0006370735717221466
rq2b_cc_minus_global_m100_coverage_majority,B_confirmatory,openml_23517_numerai28_6,tabpfn,pooled_30_contrasts,-0.015937114673242925
rq2b_cc_minus_global_m100_coverage_majority,B_confirmatory,openml_23517_numerai28_6,(pooled_3_pipelines),pooled_30_contrasts,-0.012409234141663247
rq2b_cc_minus_global_m100_coverage_disparity,B_confirmatory,openml_3_kr_vs_kp,logistic_regression,pooled_30_contrasts,-0.007999686900708392
rq2b_cc_minus_global_m100_coverage_disparity,B_confirmatory,openml_3_kr_vs_kp,xgboost,pooled_30_contrasts,0.017805565339908392
rq2b_cc_minus_global_m100_coverage_disparity,B_confirmatory,openml_3_kr_vs_kp,tabpfn,pooled_30_contrasts,0.00536378223944266
rq2b_cc_minus_global_m100_coverage_disparity,B_confirmatory,openml_3_kr_vs_kp,(pooled_3_pipelines),pooled_30_contrasts,0.005056553559547553
rq2b_cc_minus_global_m100_coverage_disparity,B_confirmatory,openml_24_mushroom,logistic_regression,pooled_30_contrasts,0.019025733900007013
rq2b_cc_minus_global_m100_coverage_disparity,B_confirmatory,openml_24_mushroom,xgboost,pooled_30_contrasts,-0.023978061114599748
rq2b_cc_minus_global_m100_coverage_disparity,B_confirmatory,openml_24_mushroom,tabpfn,pooled_30_contrasts,0.0
rq2b_cc_minus_global_m100_coverage_disparity,B_confirmatory,openml_24_mushroom,(pooled_3_pipelines),pooled_30_contrasts,-0.0016507757381975777
rq2b_cc_minus_global_m100_coverage_disparity,B_confirmatory,openml_1486_nomao,logistic_regression,pooled_30_contrasts,-0.06566394261335012
rq2b_cc_minus_global_m100_coverage_disparity,B_confirmatory,openml_1486_nomao,xgboost,pooled_30_contrasts,-0.07041766181664706
rq2b_cc_minus_global_m100_coverage_disparity,B_confirmatory,openml_1486_nomao,tabpfn,pooled_30_contrasts,-0.08981097754430059
rq2b_cc_minus_global_m100_coverage_disparity,B_confirmatory,openml_1486_nomao,(pooled_3_pipelines),pooled_30_contrasts,-0.0752975273247659
rq2b_cc_minus_global_m100_coverage_disparity,B_confirmatory,openml_1489_phoneme,logistic_regression,pooled_30_contrasts,-0.15805489949956225
rq2b_cc_minus_global_m100_coverage_disparity,B_confirmatory,openml_1489_phoneme,xgboost,pooled_30_contrasts,-0.06977761078170677
rq2b_cc_minus_global_m100_coverage_disparity,B_confirmatory,openml_1489_phoneme,tabpfn,pooled_30_contrasts,-0.07259979850364182
rq2b_cc_minus_global_m100_coverage_disparity,B_confirmatory,openml_1489_phoneme,(pooled_3_pipelines),pooled_30_contrasts,-0.10014410292830361
rq2b_cc_minus_global_m100_coverage_disparity,B_confirmatory,openml_1590_adult,logistic_regression,pooled_30_contrasts,-0.18373765762206484
rq2b_cc_minus_global_m100_coverage_disparity,B_confirmatory,openml_1590_adult,xgboost,pooled_30_contrasts,-0.18468200573304056
rq2b_cc_minus_global_m100_coverage_disparity,B_confirmatory,openml_1590_adult,tabpfn,pooled_30_contrasts,-0.18137156104769528
rq2b_cc_minus_global_m100_coverage_disparity,B_confirmatory,openml_1590_adult,(pooled_3_pipelines),pooled_30_contrasts,-0.18326374146760022
rq2b_cc_minus_global_m100_coverage_disparity,B_confirmatory,openml_4534_phishingwebsite,logistic_regression,pooled_30_contrasts,-0.026857872312206776
rq2b_cc_minus_global_m100_coverage_disparity,B_confirmatory,openml_4534_phishingwebsite,xgboost,pooled_30_contrasts,-0.017213564548483874
rq2b_cc_minus_global_m100_coverage_disparity,B_confirmatory,openml_4534_phishingwebsite,tabpfn,pooled_30_contrasts,-0.009721315008537967
rq2b_cc_minus_global_m100_coverage_disparity,B_confirmatory,openml_4534_phishingwebsite,(pooled_3_pipelines),pooled_30_contrasts,-0.017930917289742873
rq2b_cc_minus_global_m100_coverage_disparity,B_confirmatory,openml_23512_higgs,logistic_regression,pooled_30_contrasts,-0.0889156026764575
rq2b_cc_minus_global_m100_coverage_disparity,B_confirmatory,openml_23512_higgs,xgboost,pooled_30_contrasts,-0.017651517345394975
rq2b_cc_minus_global_m100_coverage_disparity,B_confirmatory,openml_23512_higgs,tabpfn,pooled_30_contrasts,-0.01072902341965526
rq2b_cc_minus_global_m100_coverage_disparity,B_confirmatory,openml_23512_higgs,(pooled_3_pipelines),pooled_30_contrasts,-0.03909871448050259
rq2b_cc_minus_global_m100_coverage_disparity,B_confirmatory,openml_23517_numerai28_6,logistic_regression,pooled_30_contrasts,-0.02923372829083386
rq2b_cc_minus_global_m100_coverage_disparity,B_confirmatory,openml_23517_numerai28_6,xgboost,pooled_30_contrasts,0.009757411338948885
rq2b_cc_minus_global_m100_coverage_disparity,B_confirmatory,openml_23517_numerai28_6,tabpfn,pooled_30_contrasts,-0.026744710399857607
rq2b_cc_minus_global_m100_coverage_disparity,B_confirmatory,openml_23517_numerai28_6,(pooled_3_pipelines),pooled_30_contrasts,-0.015407009117247527
rq2b_cc_minus_global_m100_singleton_rate,B_confirmatory,openml_3_kr_vs_kp,logistic_regression,pooled_30_contrasts,0.0014062499999999757
rq2b_cc_minus_global_m100_singleton_rate,B_confirmatory,openml_3_kr_vs_kp,xgboost,pooled_30_contrasts,-0.00031250000000000445
rq2b_cc_minus_global_m100_singleton_rate,B_confirmatory,openml_3_kr_vs_kp,tabpfn,pooled_30_contrasts,-0.0025000000000000022
rq2b_cc_minus_global_m100_singleton_rate,B_confirmatory,openml_3_kr_vs_kp,(pooled_3_pipelines),pooled_30_contrasts,-0.00046875000000001034
rq2b_cc_minus_global_m100_singleton_rate,B_confirmatory,openml_24_mushroom,logistic_regression,pooled_30_contrasts,-0.005907692307692292
rq2b_cc_minus_global_m100_singleton_rate,B_confirmatory,openml_24_mushroom,xgboost,pooled_30_contrasts,0.007015384615384601
rq2b_cc_minus_global_m100_singleton_rate,B_confirmatory,openml_24_mushroom,tabpfn,pooled_30_contrasts,0.0
rq2b_cc_minus_global_m100_singleton_rate,B_confirmatory,openml_24_mushroom,(pooled_3_pipelines),pooled_30_contrasts,0.00036923076923076986
rq2b_cc_minus_global_m100_singleton_rate,B_confirmatory,openml_1486_nomao,logistic_regression,pooled_30_contrasts,0.0017844189757725171
rq2b_cc_minus_global_m100_singleton_rate,B_confirmatory,openml_1486_nomao,xgboost,pooled_30_contrasts,-0.0007688959814304175
rq2b_cc_minus_global_m100_singleton_rate,B_confirmatory,openml_1486_nomao,tabpfn,pooled_30_contrasts,0.0021471057594661057
rq2b_cc_minus_global_m100_singleton_rate,B_confirmatory,openml_1486_nomao,(pooled_3_pipelines),pooled_30_contrasts,0.001054209584602735
rq2b_cc_minus_global_m100_singleton_rate,B_confirmatory,openml_1489_phoneme,logistic_regression,pooled_30_contrasts,-0.04828862164662349
rq2b_cc_minus_global_m100_singleton_rate,B_confirmatory,openml_1489_phoneme,xgboost,pooled_30_contrasts,-0.006567992599444949
rq2b_cc_minus_global_m100_singleton_rate,B_confirmatory,openml_1489_phoneme,tabpfn,pooled_30_contrasts,0.004717853839037933
rq2b_cc_minus_global_m100_singleton_rate,B_confirmatory,openml_1489_phoneme,(pooled_3_pipelines),pooled_30_contrasts,-0.016712920135676834
rq2b_cc_minus_global_m100_singleton_rate,B_confirmatory,openml_1590_adult,logistic_regression,pooled_30_contrasts,-0.005077285290203714
rq2b_cc_minus_global_m100_singleton_rate,B_confirmatory,openml_1590_adult,xgboost,pooled_30_contrasts,-0.022325724229706245
rq2b_cc_minus_global_m100_singleton_rate,B_confirmatory,openml_1590_adult,tabpfn,pooled_30_contrasts,-0.017893336063056597
rq2b_cc_minus_global_m100_singleton_rate,B_confirmatory,openml_1590_adult,(pooled_3_pipelines),pooled_30_contrasts,-0.015098781860988852
rq2b_cc_minus_global_m100_singleton_rate,B_confirmatory,openml_4534_phishingwebsite,logistic_regression,pooled_30_contrasts,0.0223428312980552
rq2b_cc_minus_global_m100_singleton_rate,B_confirmatory,openml_4534_phishingwebsite,xgboost,pooled_30_contrasts,0.005924920850293991
rq2b_cc_minus_global_m100_singleton_rate,B_confirmatory,openml_4534_phishingwebsite,tabpfn,pooled_30_contrasts,0.008231569425599295
rq2b_cc_minus_global_m100_singleton_rate,B_confirmatory,openml_4534_phishingwebsite,(pooled_3_pipelines),pooled_30_contrasts,0.012166440524649495
rq2b_cc_minus_global_m100_singleton_rate,B_confirmatory,openml_23512_higgs,logistic_regression,pooled_30_contrasts,-0.06019377868434471
rq2b_cc_minus_global_m100_singleton_rate,B_confirmatory,openml_23512_higgs,xgboost,pooled_30_contrasts,-0.026817950025497205
rq2b_cc_minus_global_m100_singleton_rate,B_confirmatory,openml_23512_higgs,tabpfn,pooled_30_contrasts,-0.03327383987761344
rq2b_cc_minus_global_m100_singleton_rate,B_confirmatory,openml_23512_higgs,(pooled_3_pipelines),pooled_30_contrasts,-0.040095189529151774
rq2b_cc_minus_global_m100_singleton_rate,B_confirmatory,openml_23517_numerai28_6,logistic_regression,pooled_30_contrasts,-0.018682516611295677
